Frame,Time,Object,VertexID,X,Y,Z,R,G,B,dX,dY,dZ,ID_diff
15,18555.443449815466,U3DMesh,182,456.1387982327865,214.26361711913847,1097.4733263546195,130,116,103,8.631017457972462,4.248956352731739,-0.2179285315260131,0.0
16,19792.4730131365,U3DMesh,182,465.1213959225217,216.59999028665538,1098.7623891303317,130,116,103,8.9825976897352,2.3363731675169106,1.289062775712182,0.0
17,21029.50257645753,U3DMesh,182,473.64200956319496,215.6407600592501,1102.4342248445282,130,116,103,8.520613640673275,-0.9592302274052713,3.6718357141965043,0.0
18,22266.53213977856,U3DMesh,182,480.20726572976605,211.11659895778382,1107.6975437556107,130,116,103,6.565256166571089,-4.524161101466291,5.263318911082479,0.0
19,23503.56170309959,U3DMesh,182,483.08850822355186,203.99636869869403,1112.487523685147,130,116,103,2.8812424937858054,-7.120230259089794,4.78997992953623,0.0
20,24740.591266420623,U3DMesh,182,482.636202544756,195.86855356819672,1116.273881323751,130,116,103,-0.4523056787958808,-8.12781513049731,3.7863576386041586,0.0
21,25977.620829741656,U3DMesh,182,479.8064936891118,188.74761041669458,1118.575238674501,130,116,103,-2.829708855644185,-7.120943151502132,2.3013573507498677,0.0
22,27214.650393062686,U3DMesh,182,476.6004929824677,182.8972186508738,1119.4375043716288,130,116,103,-3.2060007066440903,-5.850391765820774,0.8622656971278957,0.0
23,28451.679956383712,U3DMesh,182,474.35325741162376,179.60355524605495,1119.026766720133,130,116,103,-2.247235570843941,-3.293663404818858,-0.410737651495765,0.0
24,29688.709519704746,U3DMesh,182,473.1518245916374,178.56754918476784,1117.9152558273026,130,116,103,-1.201432819986337,-1.036006061287111,-1.111510892830438,0.0
25,30925.73908302578,U3DMesh,182,472.2478561766805,179.60366091486765,1116.486738496415,130,116,103,-0.9039684149569212,1.0361117300998046,-1.4285173308876438,0.0
26,32162.76864634681,U3DMesh,182,471.04499757186943,182.36337311186634,1114.9404875045311,130,116,103,-1.2028586048110697,2.7597121969986915,-1.5462509918838805,0.0
27,33399.798209667846,U3DMesh,182,468.6356772045642,186.6308066238867,1113.0851589562744,130,116,103,-2.409320367305213,4.267433512020375,-1.8553285482566935,0.0
28,34636.82777298887,U3DMesh,182,465.177643729173,190.7995283494875,1111.6026009574566,130,116,103,-3.4580334753912325,4.16872172560079,-1.4825579988178106,0.0
29,35873.857336309906,U3DMesh,182,460.8174932754865,193.7204360877986,1111.054484175564,130,116,103,-4.360150453686458,2.9209077383110866,-0.5481167818925314,0.0
30,37110.88689963093,U3DMesh,182,454.6113652193196,195.31754577688667,1109.9646346451877,130,116,103,-6.206128056166904,1.5971096890880858,-1.0898495303763411,0.0
31,38347.916462951966,U3DMesh,182,447.7152458614445,196.1631262196621,1108.010054060103,130,116,103,-6.896119357875136,0.8455804427754288,-1.954580585084841,0.0
32,39584.946026273,U3DMesh,182,441.5311274283254,197.50803124214582,1105.0840035248589,130,116,103,-6.1841184331190675,1.3449050224837151,-2.9260505352440305,0.0
33,40821.975589594025,U3DMesh,182,438.8985958330063,200.2453989501409,1102.0434757140013,130,116,103,-2.632531595319108,2.7373677079950767,-3.0405278108576113,0.0
34,42059.005152915066,U3DMesh,182,441.25488757171445,204.77883435028681,1099.3889493785655,130,116,103,2.356291738708137,4.533435400145919,-2.6545263354357758,0.0
35,43296.03471623609,U3DMesh,182,447.507780774814,210.01466076640673,1097.6912548861455,130,116,103,6.252893203099575,5.23582641611992,-1.6976944924199415,0.0
36,44533.06427955712,U3DMesh,182,456.1387982327865,214.26361711913847,1097.4733263546195,130,116,103,8.631017457972462,4.248956352731739,-0.2179285315260131,0.0
37,45770.09384287815,U3DMesh,182,466.91402193679323,218.16153051392902,1098.683439644324,130,116,103,10.775223704006748,3.8979133947905495,1.2101132897043954,0.0
38,47007.12340619918,U3DMesh,182,476.5392895317441,218.99459329520732,1101.3896990491814,130,116,103,9.625267594950856,0.8330627812783007,2.7062594048575193,0.0
39,48244.15296952021,U3DMesh,182,483.1748686652308,215.39704312840206,1105.7049313277175,130,116,103,6.635579133486715,-3.597550166805263,4.315232278536087,0.0
40,49481.182532841245,U3DMesh,182,484.9810269848465,206.00311767894246,1111.7419632384574,130,116,103,1.8061583196156903,-9.393925449459601,6.03703191073987,0.0
41,50718.21209616227,U3DMesh,182,480.1180321381842,189.44705461225777,1119.6136215399265,130,116,103,-4.862994846662275,-16.556063066684686,7.871658301469097,0.0
0,0.0,U3DMesh,245,79.61654308415831,325.09677722238484,993.278179860357,200,193,185,-400.5014890540259,135.64972261012707,-126.3354416795695,63.0
1,1237.0295633210312,U3DMesh,245,72.58236221348345,331.58229585173274,993.5669079846757,200,193,185,-7.034180870674859,6.485518629347894,0.288728124318709,0.0
2,2474.0591266420624,U3DMesh,245,65.02958411113032,334.60219517557306,993.7820013177769,200,193,185,-7.55277810235313,3.0198993238403204,0.21509333310120837,0.0
3,3711.088689963093,U3DMesh,245,57.18652968752334,334.62854614969996,993.9209044603455,200,193,185,-7.843054423606979,0.02635097412689902,0.13890314256855163,0.0
4,4948.118253284125,U3DMesh,245,49.28151985308695,332.1334197299076,993.9810620130661,200,193,185,-7.905009834436392,-2.4951264197923706,0.06015755272062506,0.0
5,6185.147816605156,U3DMesh,245,41.54287551824565,327.58888687199067,993.9599185766235,200,193,185,-7.738644334841297,-4.54453285791692,-0.02114343644257133,0.0
6,7422.177379926186,U3DMesh,245,33.779325341912845,321.64601331481936,993.6864826642816,200,193,185,-7.7635501763328065,-5.9428735571713105,-0.2734359123419381,0.0
7,8659.206943247218,U3DMesh,245,26.70688268714033,314.32073644544573,993.4885858142251,200,193,185,-7.072442654772516,-7.325276869373624,-0.1978968500565088,0.0
8,9896.23650656825,U3DMesh,245,20.89446769728154,306.15751556537964,993.5801694206677,200,193,185,-5.812414989858787,-8.163220880066092,0.0915836064426685,0.0
9,11133.26606988928,U3DMesh,245,17.07186788836572,297.8916515725741,993.5340271244128,200,193,185,-3.8225998089158217,-8.26586399280552,-0.04614229625497046,0.0
10,12370.295633210311,U3DMesh,245,16.049037686215318,290.22729018061113,993.2581027859467,200,193,185,-1.022830202150402,-7.664361391962984,-0.27592433846609765,0.0
11,13607.325196531343,U3DMesh,245,18.5726619429839,283.45551845843045,992.8126209311813,200,193,185,2.5236242567685814,-6.771771722180688,-0.44548185476537583,0.0
12,14844.354759852373,U3DMesh,245,24.26476257154802,278.1561850858864,992.3298625423745,200,193,185,5.69210062856412,-5.299333372544027,-0.48275838880681476,0.0
13,16081.384323173404,U3DMesh,245,32.45171875055375,274.8702079709705,991.8752738219074,200,193,185,8.186956179005733,-3.2859771149159087,-0.4545887204670862,0.0
14,17318.413886494436,U3DMesh,245,42.08640835727806,274.33715866879106,991.4246499143555,200,193,185,9.634689606724308,-0.5330493021794496,-0.4506239075518579,0.0
15,18555.443449815466,U3DMesh,245,52.096822775317264,277.18816351092426,991.0558918032123,200,193,185,10.010414418039204,2.851004842133193,-0.36875811114327917,0.0
16,19792.4730131365,U3DMesh,245,61.02798356596473,283.0358354210382,990.815640362933,200,193,185,8.931160790647468,5.847671910113945,-0.24025144027928036,0.0
17,21029.50257645753,U3DMesh,245,69.09603851800884,290.89112919532585,991.0603812394583,200,193,185,8.068054952044108,7.855293774287645,0.24474087652527032,0.0
18,22266.53213977856,U3DMesh,245,74.8838386276844,299.9355111421798,991.7069776340411,200,193,185,5.787800109675558,9.044381946853946,0.6465963945828435,0.0
19,23503.56170309959,U3DMesh,245,78.02929854612523,309.49486632692486,992.253804809931,200,193,185,3.145459918440835,9.559355184745073,0.5468271758899164,0.0
20,24740.591266420623,U3DMesh,245,78.40285714678006,318.6202069555206,992.7454460763224,200,193,185,0.3735586006548317,9.125340628595723,0.4916412663914116,0.0
21,25977.620829741656,U3DMesh,245,76.34034554344215,325.8884435021478,993.2024458316706,200,193,185,-2.06251160333791,7.268236546627236,0.4569997553481926,0.0
22,27214.650393062686,U3DMesh,245,72.0067946088364,331.1401165194378,993.5496668528368,200,193,185,-4.3335509346057535,5.251673017289988,0.3472210211662059,0.0
23,28451.679956383712,U3DMesh,245,65.77666261681864,333.6450976722331,993.792796652042,200,193,185,-6.2301319920177605,2.504981152795267,0.24312979920512134,0.0
24,29688.709519704746,U3DMesh,245,58.282796365830905,333.77083090883747,993.9311506144431,200,193,185,-7.493866250987736,0.12573323660438973,0.13835396240119735,0.0
25,30925.73908302578,U3DMesh,245,49.92510989553432,331.76278264868023,993.9876566399536,200,193,185,-8.357686470296585,-2.0080482601572385,0.056506025510429936,0.0
26,32162.76864634681,U3DMesh,245,41.54287551824565,327.58888687199067,993.9599185766235,200,193,185,-8.382234377288668,-4.173895776689562,-0.027738063330048135,0.0
27,33399.798209667846,U3DMesh,245,33.779325341912845,321.64601331481936,993.6864826642816,200,193,185,-7.7635501763328065,-5.9428735571713105,-0.2734359123419381,0.0
28,34636.82777298887,U3DMesh,245,26.70688268714033,314.32073644544573,993.4885858142251,200,193,185,-7.072442654772516,-7.325276869373624,-0.1978968500565088,0.0
29,35873.857336309906,U3DMesh,245,20.89446769728154,306.15751556537964,993.5801694206677,200,193,185,-5.812414989858787,-8.163220880066092,0.0915836064426685,0.0
30,37110.88689963093,U3DMesh,245,17.07186788836572,297.8916515725741,993.5340271244128,200,193,185,-3.8225998089158217,-8.26586399280552,-0.04614229625497046,0.0
31,38347.916462951966,U3DMesh,245,16.049037686215318,290.22729018061113,993.2581027859467,200,193,185,-1.022830202150402,-7.664361391962984,-0.27592433846609765,0.0
32,39584.946026273,U3DMesh,245,18.5726619429839,283.45551845843045,992.8126209311813,200,193,185,2.5236242567685814,-6.771771722180688,-0.44548185476537583,0.0
33,40821.975589594025,U3DMesh,245,24.26476257154802,278.1561850858864,992.3298625423745,200,193,185,5.69210062856412,-5.299333372544027,-0.48275838880681476,0.0
34,42059.005152915066,U3DMesh,245,32.45171875055375,274.8702079709705,991.8752738219074,200,193,185,8.186956179005733,-3.2859771149159087,-0.4545887204670862,0.0
35,43296.03471623609,U3DMesh,245,42.08640835727806,274.33715866879106,991.4246499143555,200,193,185,9.634689606724308,-0.5330493021794496,-0.4506239075518579,0.0
36,44533.06427955712,U3DMesh,245,52.096822775317264,277.18816351092426,991.0558918032123,200,193,185,10.010414418039204,2.851004842133193,-0.36875811114327917,0.0
37,45770.09384287815,U3DMesh,245,61.426722598194445,282.53538197098527,990.8470507895771,200,193,185,9.32989982287718,5.347218460061015,-0.20884101363515128,0.0
38,47007.12340619918,U3DMesh,245,69.46511400766326,289.92554656074026,990.8922063474827,200,193,185,8.038391409468815,7.390164589754988,0.04515555790555936,0.0
39,48244.15296952021,U3DMesh,245,75.44298068513129,299.05586739024363,991.262606790102,200,193,185,5.977866677468029,9.130320829503376,0.37040044261937055,0.0
40,49481.182532841245,U3DMesh,245,78.59130631200627,309.62355456955055,992.0295004306084,200,193,185,3.1483256268749784,10.567687179306915,0.766893640506396,0.0
41,50718.21209616227,U3DMesh,245,78.14107456969596,321.3258182087161,993.2641355821752,200,193,185,-0.45023174231030794,11.702263639165551,1.2346351515667493,0.0
0,0.0,U3DMesh,251,-93.72676530240958,358.71294805714473,991.2247170792886,140,121,107,-171.86783987210555,37.38712984842863,-2.039418502886633,6.0
1,1237.0295633210312,U3DMesh,251,-102.70405722711345,366.6876580078191,988.7572349603585,140,121,107,-8.977291924703877,7.974709950674367,-2.467482118930093,0.0
2,2474.0591266420624,U3DMesh,251,-112.36778120048956,369.89370931642975,987.9704324225662,140,121,107,-9.663723973376108,3.206051308610654,-0.786802537792255,0.0
3,3711.088689963093,U3DMesh,251,-122.43947125146809,368.9686640661482,988.523482896206,140,121,107,-10.071690050978532,-0.9250452502815278,0.5530504736398143,0.0
4,4948.118253284125,U3DMesh,251,-132.6406614089793,364.55008434014593,990.0755598115722,140,121,107,-10.201190157511206,-4.418579726002292,1.5520769153662286,0.0
5,6185.147816605156,U3DMesh,251,-142.69288570195363,357.275532221595,992.2858365989596,140,121,107,-10.05222429297433,-7.274552118550957,2.210276787387329,0.0
6,7422.177379926186,U3DMesh,251,-153.42580318526592,347.8632494204443,994.719367030715,140,121,107,-10.732917483312292,-9.412282801150695,2.4335304317554574,0.0
7,8659.206943247218,U3DMesh,251,-163.24037534192348,336.6482261648656,997.1987807957197,140,121,107,-9.814572156657562,-11.215023255578672,2.479413765004665,0.0
8,9896.23650656825,U3DMesh,251,-170.8625652037195,324.45635575602586,999.3159343374147,140,121,107,-7.622189861796016,-12.191870408839748,2.117153541694961,0.0
9,11133.26606988928,U3DMesh,251,-174.57785907749954,311.9543295224359,1000.3912447321414,140,121,107,-3.715293873780041,-12.502026233589959,1.0753103947267846,0.0
10,12370.295633210311,U3DMesh,251,-173.35792602968093,300.26894535987685,1000.2782743533285,140,121,107,1.2199330478186141,-11.685384162559046,-0.11297037881297456,0.0
11,13607.325196531343,U3DMesh,251,-166.21165212899695,290.0078934479059,998.9297058972895,140,121,107,7.14627390068398,-10.26105191197098,-1.3485684560389473,0.0
12,14844.354759852373,U3DMesh,251,-154.43970437274436,282.2144084875737,996.8825467818003,140,121,107,11.771947756252587,-7.793484960332194,-2.047159115489194,0.0
13,16081.384323173404,U3DMesh,251,-139.61551370621086,277.6903061736863,994.5507047227372,140,121,107,14.824190666533497,-4.524102313887397,-2.331842059063092,0.0
14,17318.413886494436,U3DMesh,251,-124.06638959171252,277.4237059917199,992.4343317907923,140,121,107,15.54912411449834,-0.2666001819663961,-2.116372931944966,0.0
15,18555.443449815466,U3DMesh,251,-110.07444723803843,282.3829465230746,990.7496576308764,140,121,107,13.99194235367409,4.959240531354737,-1.6846741599158577,0.0
16,19792.4730131365,U3DMesh,251,-100.06512820374762,291.98253399202997,989.6900799828948,140,121,107,10.009319034290812,9.599587468955349,-1.059577647981655,0.0
17,21029.50257645753,U3DMesh,251,-92.78875143781076,304.9506884269203,989.3382110222635,140,121,107,7.27637676593686,12.968154434890323,-0.3518689606312364,0.0
18,22266.53213977856,U3DMesh,251,-89.33027817179772,319.6993742619105,989.486322234467,140,121,107,3.458473266013044,14.748685834990226,0.14811121220350287,0.0
19,23503.56170309959,U3DMesh,251,-89.22006485601993,334.7481424095571,989.6888342815396,140,121,107,0.11021331577778426,15.04876814764657,0.20251204707255965,0.0
20,24740.591266420623,U3DMesh,251,-92.06048867809977,348.5031916564143,989.7081880454855,140,121,107,-2.840423822079842,13.755049246857197,0.019353763945900937,0.0
21,25977.620829741656,U3DMesh,251,-96.84964260494516,358.93165050110247,989.5107228004387,140,121,107,-4.789153926845387,10.42845884468818,-0.19746524504682839,0.0
22,27214.650393062686,U3DMesh,251,-103.56496336846143,365.9941900533452,989.1715177261052,140,121,107,-6.715320763516274,7.062539552242754,-0.3392050743334494,0.0
23,28451.679956383712,U3DMesh,251,-111.84678186368936,368.82183539055575,989.0234310707383,140,121,107,-8.281818495227924,2.8276453372105266,-0.14808665536691024,0.0
24,29688.709519704746,U3DMesh,251,-121.38467362896753,368.1455728488846,989.3314519389844,140,121,107,-9.537891765278175,-0.6762625416711217,0.3080208682461034,0.0
25,30925.73908302578,U3DMesh,251,-131.98574396747102,364.2791963856542,990.435283239231,140,121,107,-10.60107033850349,-3.866376463230438,1.1038313002466111,0.0
26,32162.76864634681,U3DMesh,251,-142.69288570195363,357.275532221595,992.2858365989596,140,121,107,-10.707141734482605,-7.0036641640592165,1.8505533597285648,0.0
27,33399.798209667846,U3DMesh,251,-153.42580318526592,347.8632494204443,994.719367030715,140,121,107,-10.732917483312292,-9.412282801150695,2.4335304317554574,0.0
28,34636.82777298887,U3DMesh,251,-163.24037534192348,336.6482261648656,997.1987807957197,140,121,107,-9.814572156657562,-11.215023255578672,2.479413765004665,0.0
29,35873.857336309906,U3DMesh,251,-170.8625652037195,324.45635575602586,999.3159343374147,140,121,107,-7.622189861796016,-12.191870408839748,2.117153541694961,0.0
30,37110.88689963093,U3DMesh,251,-174.57785907749954,311.9543295224359,1000.3912447321414,140,121,107,-3.715293873780041,-12.502026233589959,1.0753103947267846,0.0
31,38347.916462951966,U3DMesh,251,-173.35792602968093,300.26894535987685,1000.2782743533285,140,121,107,1.2199330478186141,-11.685384162559046,-0.11297037881297456,0.0
32,39584.946026273,U3DMesh,251,-166.21165212899695,290.0078934479059,998.9297058972895,140,121,107,7.14627390068398,-10.26105191197098,-1.3485684560389473,0.0
33,40821.975589594025,U3DMesh,251,-154.43970437274436,282.2144084875737,996.8825467818003,140,121,107,11.771947756252587,-7.793484960332194,-2.047159115489194,0.0
34,42059.005152915066,U3DMesh,251,-139.61551370621086,277.6903061736863,994.5507047227372,140,121,107,14.824190666533497,-4.524102313887397,-2.331842059063092,0.0
35,43296.03471623609,U3DMesh,251,-124.06638959171252,277.4237059917199,992.4343317907923,140,121,107,15.54912411449834,-0.2666001819663961,-2.116372931944966,0.0
36,44533.06427955712,U3DMesh,251,-110.07444723803843,282.3829465230746,990.7496576308764,140,121,107,13.99194235367409,4.959240531354737,-1.6846741599158577,0.0
37,45770.09384287815,U3DMesh,251,-99.4337912786923,291.34111983414743,989.6520905564411,140,121,107,10.640655959346134,8.958173311072812,-1.0975670744353465,0.0
38,47007.12340619918,U3DMesh,251,-91.80720351067814,303.42123617173985,989.030016767867,140,121,107,7.626587768014161,12.080116337592415,-0.6220737885740846,0.0
39,48244.15296952021,U3DMesh,251,-87.93571848125691,318.09161806787023,988.9398522489299,140,121,107,3.8714850294212226,14.67038189613038,-0.09016451893705835,0.0
40,49481.182532841245,U3DMesh,251,-88.56037073768975,334.8205880545576,989.4380129834054,140,121,107,-0.6246522564328387,16.72896998668739,0.4981607344755048,0.0
41,50718.21209616227,U3DMesh,251,-94.42219482723785,353.076468663821,990.5809149550693,140,121,107,-5.861824089548094,18.255880609263386,1.1429019716638322,0.0
0,0.0,U3DMesh,268,-539.4587597277146,-72.85908316085082,917.7787143578925,93,77,61,-445.0365649004767,-425.93555182467185,-72.8022005971768,17.0
1,1237.0295633210312,U3DMesh,268,-515.6963031591005,-79.19192747123878,916.8762215855803,93,77,61,23.762456568614084,-6.332844310387969,-0.9024927723121436,0.0
2,2474.0591266420624,U3DMesh,268,-471.12925877607967,-92.82586314338697,918.0614461491645,93,77,61,44.5670443830208,-13.633935672148183,1.1852245635841427,0.0
3,3711.088689963093,U3DMesh,268,-410.7551746591185,-112.34753483273495,920.7221790390523,93,77,61,60.37408411696117,-19.521671689347983,2.6607328898878677,0.0
4,4948.118253284125,U3DMesh,268,-339.5715988886832,-136.34358719472232,924.2462112456512,93,77,61,71.18357577043531,-23.996052361987367,3.5240322065989176,0.0
5,6185.147816605156,U3DMesh,268,-262.5760795452404,-163.40066488478908,928.0213337593686,93,77,61,76.99551934344277,-27.057077690066762,3.775122513717406,0.0
6,7422.177379926186,U3DMesh,268,-182.3242916503238,-189.11573749154806,930.1574965251485,93,77,61,80.25178789491662,-25.71507260675898,2.1361627657798863,0.0
7,8659.206943247218,U3DMesh,268,-105.52708587901503,-216.95967873942536,932.1276595393716,93,77,61,76.79720577130877,-27.843941247877297,1.9701630142230897,0.0
8,9896.23650656825,U3DMesh,268,-39.54058174350032,-247.7328056120385,933.6005406562163,93,77,61,65.9865041355147,-30.773126872613147,1.4728811168446327,0.0
9,11133.26606988928,U3DMesh,268,-2.0107268157294573,-281.47850929577976,933.6704435523942,93,77,61,37.52985492777086,-33.745703683741255,0.06990289617795042,0.0
10,12370.295633210311,U3DMesh,268,-1.6717315907282364,-316.677138317846,932.7662920773815,93,77,61,0.3389952250012209,-35.19862902206626,-0.904151475012668,0.0
11,13607.325196531343,U3DMesh,268,-40.17262560779525,-351.2494586132185,931.3517207973287,93,77,61,-38.50089401706701,-34.57232029537249,-1.4145712800528827,0.0
12,14844.354759852373,U3DMesh,268,-111.2327500670779,-379.55687220329423,930.8518031328056,93,77,61,-71.06012445928266,-28.307413590075726,-0.49991766452308184,0.0
13,16081.384323173404,U3DMesh,268,-205.51895917836828,-391.74378287525684,930.920327869539,93,77,61,-94.28620911129038,-12.186910671962607,0.06852473673347959,0.0
14,17318.413886494436,U3DMesh,268,-311.3720500878166,-384.45716665254145,930.588867128541,93,77,61,-105.85309090944833,7.286616222715395,-0.3314607409980681,0.0
15,18555.443449815466,U3DMesh,268,-414.6665812915587,-356.9099664992293,929.3787605361556,93,77,61,-103.29453120374211,27.547200153312133,-1.2101065923853866,0.0
16,19792.4730131365,U3DMesh,268,-498.89789462369515,-312.1762399822485,927.1029542019718,93,77,61,-84.23131333213644,44.73372651698082,-2.2758063341838124,0.0
17,21029.50257645753,U3DMesh,268,-559.0572280870501,-255.45861713931112,924.1979473875302,93,77,61,-60.15933346335498,56.717622842937374,-2.905006814441549,0.0
18,22266.53213977856,U3DMesh,268,-589.9728292616126,-198.64825503031068,921.7367719107658,93,77,61,-30.915601174562426,56.81036210900044,-2.4611754767644243,0.0
19,23503.56170309959,U3DMesh,268,-598.5416755062508,-148.3180112790125,919.7251584444002,93,77,61,-8.56884624463828,50.330243751298184,-2.0116134663655885,0.0
20,24740.591266420623,U3DMesh,268,-585.3911307474923,-109.94649979332036,918.0813170949752,93,77,61,13.150544758758542,38.37151148569214,-1.6438413494249744,0.0
21,25977.620829741656,U3DMesh,268,-553.9613667106515,-89.07218172473955,916.9538725358261,93,77,61,31.429764036840766,20.874318068580806,-1.1274445591491258,0.0
22,27214.650393062686,U3DMesh,268,-513.0175578294574,-82.04956935661403,916.7358941464801,93,77,61,40.94380888119417,7.022612368125522,-0.21797838934605807,0.0
23,28451.679956383712,U3DMesh,268,-463.28761041741456,-89.50391919239014,918.3485698934819,93,77,61,49.729947412042804,-7.454349835776114,1.6126757470018447,0.0
24,29688.709519704746,U3DMesh,268,-406.17458231887287,-109.09733256408613,921.389762227225,93,77,61,57.11302809854169,-19.593413371695988,3.0411923337430835,0.0
25,30925.73908302578,U3DMesh,268,-338.15469619743277,-134.98765838497755,924.834401808535,93,77,61,68.0198861214401,-25.89032582089142,3.444639581309957,0.0
26,32162.76864634681,U3DMesh,268,-262.5760795452404,-163.40066488478908,928.0213337593686,93,77,61,75.57861665219235,-28.41300649981153,3.1869319508336957,0.0
27,33399.798209667846,U3DMesh,268,-182.3242916503238,-189.11573749154806,930.1574965251485,93,77,61,80.25178789491662,-25.71507260675898,2.1361627657798863,0.0
28,34636.82777298887,U3DMesh,268,-105.52708587901503,-216.95967873942536,932.1276595393716,93,77,61,76.79720577130877,-27.843941247877297,1.9701630142230897,0.0
29,35873.857336309906,U3DMesh,268,-39.54058174350032,-247.7328056120385,933.6005406562163,93,77,61,65.9865041355147,-30.773126872613147,1.4728811168446327,0.0
30,37110.88689963093,U3DMesh,268,-2.0107268157294573,-281.47850929577976,933.6704435523942,93,77,61,37.52985492777086,-33.745703683741255,0.06990289617795042,0.0
31,38347.916462951966,U3DMesh,268,-1.6717315907282364,-316.677138317846,932.7662920773815,93,77,61,0.3389952250012209,-35.19862902206626,-0.904151475012668,0.0
32,39584.946026273,U3DMesh,268,-40.17262560779525,-351.2494586132185,931.3517207973287,93,77,61,-38.50089401706701,-34.57232029537249,-1.4145712800528827,0.0
33,40821.975589594025,U3DMesh,268,-111.2327500670779,-379.55687220329423,930.8518031328056,93,77,61,-71.06012445928266,-28.307413590075726,-0.49991766452308184,0.0
34,42059.005152915066,U3DMesh,268,-205.51895917836828,-391.74378287525684,930.920327869539,93,77,61,-94.28620911129038,-12.186910671962607,0.06852473673347959,0.0
35,43296.03471623609,U3DMesh,268,-311.3720500878166,-384.45716665254145,930.588867128541,93,77,61,-105.85309090944833,7.286616222715395,-0.3314607409980681,0.0
36,44533.06427955712,U3DMesh,268,-414.6665812915587,-356.9099664992293,929.3787605361556,93,77,61,-103.29453120374211,27.547200153312133,-1.2101065923853866,0.0
37,45770.09384287815,U3DMesh,268,-503.100929691701,-310.14921821704155,927.5333388111616,93,77,61,-88.43434840014231,46.76074828218776,-1.8454217249940257,0.0
38,47007.12340619918,U3DMesh,268,-571.3633804330275,-255.9635053308367,925.1842831536827,93,77,61,-68.26245074132646,54.18571288620484,-2.349055657478857,0.0
39,48244.15296952021,U3DMesh,268,-611.0332635959268,-199.73121153102602,922.3563409019914,93,77,61,-39.66988316289928,56.23229379981069,-2.8279422516912973,0.0
40,49481.182532841245,U3DMesh,268,-613.6899092607888,-146.83072050802122,919.0742593943603,93,77,61,-2.656645664862026,52.900491023004804,-3.282081507631119,0.0
41,50718.21209616227,U3DMesh,268,-570.9126475080036,-102.64041595223381,915.3627859690615,93,77,61,42.77726175278519,44.19030455578741,-3.7114734252987773,0.0
0,0.0,U3DMesh,281,-564.1930218565903,-170.3646667809089,912.7593996182327,75,66,61,6.719625651413253,-67.72425082867508,-2.6033863508288277,13.0
1,1237.0295633210312,U3DMesh,281,-505.60914267304224,-185.26784934980435,912.7491147685136,75,66,61,58.583879183548106,-14.90318256889546,-0.010284849719141675,0.0
2,2474.0591266420624,U3DMesh,281,-432.70784333323047,-193.559200362571,913.854555657787,75,66,61,72.90129933981177,-8.291351012766654,1.1054408892734955,0.0
3,3711.088689963093,U3DMesh,281,-349.9231233962704,-197.57867158757236,915.7211985825402,75,66,61,82.78471993696007,-4.019471225001354,1.8666429247531369,0.0
4,4948.118253284125,U3DMesh,281,-261.6889824212775,-199.66621479317175,917.9945198392594,75,66,61,88.2341409749929,-2.0875432055993883,2.273321256719214,0.0
5,6185.147816605156,U3DMesh,281,-172.43941996736748,-202.16178174773296,920.3199957244312,75,66,61,89.24956245391002,-2.4955669545612125,2.3254758851718407,0.0
6,7422.177379926186,U3DMesh,281,-84.14283690968931,-206.67378126183502,921.3666051301689,75,66,61,88.29658305767818,-4.511999514102058,1.0466094057376267,0.0
7,8659.206943247218,U3DMesh,281,-2.6911364862251737,-219.19805896610762,922.5543597920849,75,66,61,81.45170042346413,-12.524277704272606,1.187754661916074,0.0
8,9896.23650656825,U3DMesh,281,65.77830569244128,-242.67094801307425,923.5504825739023,75,66,61,68.46944217866645,-23.47288904696663,0.9961227818173484,0.0
9,11133.26606988928,U3DMesh,281,102.57513457831803,-277.7234876691627,923.7183292972413,75,66,61,36.79682888587675,-35.05253965608844,0.16784672333903927,0.0
10,12370.295633210311,U3DMesh,281,98.78565896559292,-322.3819445049158,923.6729720756158,75,66,61,-3.789475612725113,-44.6584568357531,-0.04535722162552247,0.0
11,13607.325196531343,U3DMesh,281,53.24908536666263,-371.8418664283386,924.0582881920484,75,66,61,-45.53657359893029,-49.459921923422826,0.3853161164325911,0.0
12,14844.354759852373,U3DMesh,281,-27.051892848852347,-417.4612002878523,925.3879181179265,75,66,61,-80.30097821551497,-45.61933385951369,1.3296299258780664,0.0
13,16081.384323173404,U3DMesh,281,-135.1029918012179,-446.60731319738727,926.8838268503243,75,66,61,-108.05109895236556,-29.146112909534963,1.4959087323978792,0.0
14,17318.413886494436,U3DMesh,281,-259.730931136599,-453.8180130755071,927.5481473278687,75,66,61,-124.62793933538109,-7.21069987811984,0.6643204775443792,0.0
15,18555.443449815466,U3DMesh,281,-384.29465880875597,-437.68749989775847,926.9296119562266,75,66,61,-124.56372767215697,16.13051317774864,-0.6185353716421105,0.0
16,19792.4730131365,U3DMesh,281,-489.3391124318076,-401.15981245437854,924.9216358782865,75,66,61,-105.04445362305165,36.52768744337993,-2.0079760779401568,0.0
17,21029.50257645753,U3DMesh,281,-569.1615225478414,-350.1884395533342,922.131968805331,75,66,61,-79.82241011603378,50.97137290104433,-2.789667072955467,0.0
18,22266.53213977856,U3DMesh,281,-613.6342604921267,-297.902860652331,919.5904508001832,75,66,61,-44.47273794428531,52.28557890100319,-2.5415180051477364,0.0
19,23503.56170309959,U3DMesh,281,-627.769771787352,-250.73213895717316,916.9591403493826,75,66,61,-14.135511295225342,47.17072169515785,-2.6313104508006973,0.0
