Frame,Time,Object,VertexID,X,Y,Z,R,G,B,dX,dY,dZ,ID_diff
37,45770.09384287815,U3DMesh,0,-336.0382533157098,212.793929879364,977.774225442549,177,170,164,8.675710900859713,16.338509585028305,-0.058931199176186055,0.0
38,47007.12340619918,U3DMesh,0,-330.21478923760617,228.48212196489567,979.5033951023644,177,170,164,5.823464078103655,15.688192085531682,1.7291696598153976,0.0
39,48244.15296952021,U3DMesh,0,-328.2007439002556,242.80450669498921,983.3444006324983,177,170,164,2.0140453373505807,14.322384730093546,3.8410055301338843,0.0
40,49481.182532841245,U3DMesh,0,-330.9532892216557,255.04559421370368,989.6209770442777,177,170,164,-2.7525453214001345,12.241087518714465,6.276576411779388,0.0
41,50718.21209616227,U3DMesh,0,-339.42959711980404,264.4898946650982,998.6568593490296,177,170,164,-8.47630789814832,9.444300451394497,9.035882304751908,0.0
0,0.0,U3DMesh,1,-337.3782573888951,282.9994741872752,979.5341849107706,166,161,155,2.0513397309089214,18.509579522177035,-19.12267443825897,1.0
1,1237.0295633210312,U3DMesh,1,-347.5195701648686,288.581486516685,982.2604938566155,166,161,155,-10.14131277597346,5.5820123294097925,2.7263089458449485,0.0
2,2474.0591266420624,U3DMesh,1,-357.25737318496334,286.7727199633477,984.5548733449953,166,161,155,-9.73780302009476,-1.808766553337307,2.294379488379718,0.0
3,3711.088689963093,U3DMesh,1,-366.4068025821186,278.73007873282785,986.3065820881418,166,161,155,-9.149429397155245,-8.042641230519848,1.751708743146537,0.0
4,4948.118253284125,U3DMesh,1,-374.7829944892734,265.6104670306901,987.4048787982873,166,161,155,-8.376191907154805,-13.119611702137775,1.0982967101455188,0.0
5,6185.147816605156,U3DMesh,1,-382.20108503936785,248.57078906249913,987.7390221876639,166,161,155,-7.418090550094462,-17.039677968190944,0.33414338937654975,0.0
6,7422.177379926186,U3DMesh,1,-388.79530339037376,227.23996460774484,986.863015824154,166,161,155,-6.594218351005907,-21.330824454754293,-0.8760063635098732,0.0
7,8659.206943247218,U3DMesh,1,-394.09006621469587,204.33417254503956,984.9698749563267,166,161,155,-5.294762824322106,-22.905792062705274,-1.893140867827242,0.0
8,9896.23650656825,U3DMesh,1,-397.71519408124567,182.94872326729927,982.3730594196954,166,161,155,-3.6251278665498035,-21.385449277740292,-2.5968155366313113,0.0
9,11133.26606988928,U3DMesh,1,-398.6186959163043,166.67906956422678,979.4532731102626,166,161,155,-0.9035018350586483,-16.269653703072493,-2.9197863094328795,0.0
10,12370.295633210311,U3DMesh,1,-396.04718657201795,157.50085434537354,976.1886537460009,166,161,155,2.571509344286369,-9.17821521885324,-3.264619364261648,0.0
11,13607.325196531343,U3DMesh,1,-388.80707578908283,156.47291780947205,971.7154540339653,166,161,155,7.240110782935119,-1.027936535901489,-4.47319971203558,0.0
12,14844.354759852373,U3DMesh,1,-378.0915691030269,162.51599739937183,966.8505995650291,166,161,155,10.715506686055903,6.043079589899776,-4.864854468936187,0.0
13,16081.384323173404,U3DMesh,1,-365.21201945586665,174.34754608671204,962.3245394015207,166,161,155,12.879549647160275,11.831548687340216,-4.5260601635084186,0.0
14,17318.413886494436,U3DMesh,1,-352.125714637902,190.09033508973346,959.1669744508549,166,161,155,13.086304817964674,15.742789003021414,-3.157564950665801,0.0
15,18555.443449815466,U3DMesh,1,-340.72069588052807,207.86809483160334,957.8815185535589,166,161,155,11.40501875737391,17.777759741869886,-1.2854558972960604,0.0
16,19792.4730131365,U3DMesh,1,-332.6732761128204,224.2584163655904,958.41208687108,166,161,155,8.047419767707652,16.39032153398705,0.5305683175211016,0.0
17,21029.50257645753,U3DMesh,1,-327.6739268255858,240.1756601134765,960.9731833724372,166,161,155,4.999349287234622,15.917243747886118,2.5610965013572695,0.0
18,22266.53213977856,U3DMesh,1,-326.73791843598804,254.35516014478839,965.2447201086347,166,161,155,0.9360083895977596,14.179500031311875,4.271536736197504,0.0
19,23503.56170309959,U3DMesh,1,-329.2728961369478,266.98262121220887,970.5564301269012,166,161,155,-2.5349777009597574,12.627461067420484,5.311710018266467,0.0
20,24740.591266420623,U3DMesh,1,-334.44079387773536,277.3215212732665,975.8474015244584,166,161,155,-5.167897740787566,10.338900061057643,5.2909713975572,0.0
21,25977.620829741656,U3DMesh,1,-340.71960644995227,284.1011965761481,979.7172814297319,166,161,155,-6.278812572216907,6.7796753028815715,3.8698799052734785,0.0
22,27214.650393062686,U3DMesh,1,-348.2391457575432,286.9052093066454,982.7710818387801,166,161,155,-7.5195393075909465,2.804012730497334,3.053800409048222,0.0
23,28451.679956383712,U3DMesh,1,-356.4690890513547,284.52678292826585,984.8439936345553,166,161,155,-8.22994329381146,-2.3784263783795723,2.0729117957752123,0.0
24,29688.709519704746,U3DMesh,1,-365.20448646015666,277.2701290229728,986.3332653237113,166,161,155,-8.735397408801987,-7.256653905293035,1.4892716891559985,0.0
25,30925.73908302578,U3DMesh,1,-374.11525763483525,265.11451789981567,987.403517754214,166,161,155,-8.910771174678587,-12.155611123157144,1.0702524305027055,0.0
26,32162.76864634681,U3DMesh,1,-382.20108503936785,248.57078906249913,987.7390221876639,166,161,155,-8.085827404532608,-16.543728837316536,0.3355044334498416,0.0
27,33399.798209667846,U3DMesh,1,-388.79530339037376,227.23996460774484,986.863015824154,166,161,155,-6.594218351005907,-21.330824454754293,-0.8760063635098732,0.0
28,34636.82777298887,U3DMesh,1,-394.09006621469587,204.33417254503956,984.9698749563267,166,161,155,-5.294762824322106,-22.905792062705274,-1.893140867827242,0.0
29,35873.857336309906,U3DMesh,1,-397.71519408124567,182.94872326729927,982.3730594196954,166,161,155,-3.6251278665498035,-21.385449277740292,-2.5968155366313113,0.0
30,37110.88689963093,U3DMesh,1,-398.6186959163043,166.67906956422678,979.4532731102626,166,161,155,-0.9035018350586483,-16.269653703072493,-2.9197863094328795,0.0
31,38347.916462951966,U3DMesh,1,-396.04718657201795,157.50085434537354,976.1886537460009,166,161,155,2.571509344286369,-9.17821521885324,-3.264619364261648,0.0
32,39584.946026273,U3DMesh,1,-388.80707578908283,156.47291780947205,971.7154540339653,166,161,155,7.240110782935119,-1.027936535901489,-4.47319971203558,0.0
33,40821.975589594025,U3DMesh,1,-378.0915691030269,162.51599739937183,966.8505995650291,166,161,155,10.715506686055903,6.043079589899776,-4.864854468936187,0.0
34,42059.005152915066,U3DMesh,1,-365.21201945586665,174.34754608671204,962.3245394015207,166,161,155,12.879549647160275,11.831548687340216,-4.5260601635084186,0.0
35,43296.03471623609,U3DMesh,1,-352.125714637902,190.09033508973346,959.1669744508549,166,161,155,13.086304817964674,15.742789003021414,-3.157564950665801,0.0
36,44533.06427955712,U3DMesh,1,-340.72069588052807,207.86809483160334,957.8815185535589,166,161,155,11.40501875737391,17.777759741869886,-1.2854558972960604,0.0
37,45770.09384287815,U3DMesh,1,-331.75853096726195,223.9278247877834,957.7152561182636,166,161,155,8.962164913266122,16.059729956180064,-0.1662624352952662,0.0
38,47007.12340619918,U3DMesh,1,-326.0598915228029,239.64866742021513,959.4867249293825,166,161,155,5.698639444459047,15.720842632431726,1.7714688111188934,0.0
39,48244.15296952021,U3DMesh,1,-324.5806271166961,254.38223517352543,963.5315607622344,166,161,155,1.479264406106779,14.733567753310297,4.044835832851959,0.0
40,49481.182532841245,U3DMesh,1,-328.2765873184873,267.4801404923419,970.1853993921387,166,161,155,-3.6959602017911948,13.097905318816458,6.653838629904271,0.0
41,50718.21209616227,U3DMesh,1,-338.1036216977225,278.2939958212919,979.7838765944142,166,161,155,-9.827034379235158,10.813855328950012,9.59847720227549,0.0
0,0.0,U3DMesh,4,-354.9649061532637,218.1627300781972,1032.2257448784053,149,139,130,-16.861284455541238,-60.1312657430947,52.441868283991084,3.0
1,1237.0295633210312,U3DMesh,4,-364.0250238234491,223.4033019169826,1036.2010882119118,149,139,130,-9.060117670185377,5.2405718387853994,3.975343333506544,0.0
2,2474.0591266420624,U3DMesh,4,-371.63876910998914,219.63891297336497,1038.4090931198264,149,139,130,-7.613745286540052,-3.7643889436176323,2.2080049079145283,0.0
3,3711.088689963093,U3DMesh,4,-377.90458925519846,208.64634303252046,1039.1014720157984,149,139,130,-6.265820145209318,-10.992569940844504,0.6923788959720696,0.0
4,4948.118253284125,U3DMesh,4,-382.92093150139146,192.20237187962516,1038.5299373134776,149,139,130,-5.016342246193005,-16.4439711528953,-0.5715347023208324,0.0
5,6185.147816605156,U3DMesh,4,-386.7862430908838,172.0837792998553,1036.9462014265134,149,139,130,-3.8653115894923076,-20.118592579769853,-1.5837358869641776,0.0
6,7422.177379926186,U3DMesh,4,-389.572935810006,149.13970982597448,1034.4926564286593,149,139,130,-2.786692719122243,-22.94406947388083,-2.4535449978541237,0.0
7,8659.206943247218,U3DMesh,4,-391.70133266220006,126.12866195192882,1031.4976502958189,149,139,130,-2.1283968521940437,-23.01104787404566,-2.9950061328404445,0.0
8,9896.23650656825,U3DMesh,4,-393.48229194657654,106.35075232157666,1028.5285337662328,149,139,130,-1.780959284376479,-19.777909630352156,-2.9691165295860174,0.0
9,11133.26606988928,U3DMesh,4,-394.0224478484824,93.9046018213538,1026.3467756519258,149,139,130,-0.5401559019058482,-12.44615050022287,-2.1817581143070583,0.0
10,12370.295633210311,U3DMesh,4,-392.66024588316725,90.32230405468385,1024.9532719053655,149,139,130,1.362201965315137,-3.5822977666699387,-1.3935037465603273,0.0
11,13607.325196531343,U3DMesh,4,-388.6722193155522,96.4417851727417,1023.6357812424545,149,139,130,3.9880265676150657,6.119481118057848,-1.3174906629109273,0.0
12,14844.354759852373,U3DMesh,4,-382.5750209223328,109.72328112384088,1022.4163147745342,149,139,130,6.097198393219401,13.281495951099174,-1.2194664679203697,0.0
13,16081.384323173404,U3DMesh,4,-374.9680488578566,127.70626086214499,1021.3816236202331,149,139,130,7.606972064476167,17.98297973830411,-1.034691154301072,0.0
14,17318.413886494436,U3DMesh,4,-366.82473836336953,147.33999135076,1020.778243537599,149,139,130,8.143310494487082,19.633730488615,-0.6033800826340894,0.0
15,18555.443449815466,U3DMesh,4,-359.35864291816074,166.43386061951017,1020.8320029181261,149,139,130,7.4660954452087935,19.093869268750183,0.05375938052713991,0.0
16,19792.4730131365,U3DMesh,4,-353.497052490635,181.86885348654903,1021.4741307125669,149,139,130,5.861590427525755,15.434992867038858,0.6421277944407393,0.0
17,21029.50257645753,U3DMesh,4,-349.7160288946316,194.60075403652462,1022.8746599468777,149,139,130,3.781023596003365,12.731900549975592,1.4005292343108522,0.0
18,22266.53213977856,U3DMesh,4,-348.9074608138658,204.1257348588444,1025.105246726551,149,139,130,0.8085680807658377,9.524980822319776,2.230586779673331,0.0
19,23503.56170309959,U3DMesh,4,-350.42188763361355,211.82033018172717,1028.1182760892736,149,139,130,-1.5144268197477686,7.694595322882776,3.013029362722591,0.0
20,24740.591266420623,U3DMesh,4,-353.9127826214568,217.56815622605166,1031.3778315361387,149,139,130,-3.4908949878432622,5.7478260443244835,3.259555446865079,0.0
21,25977.620829741656,U3DMesh,4,-358.55388784441044,220.8310223809986,1033.9311494734184,149,139,130,-4.641105222953627,3.2628661549469484,2.553317937279644,0.0
22,27214.650393062686,U3DMesh,4,-364.2217382246098,220.75389233335028,1036.1374421000796,149,139,130,-5.667850380199354,-0.07713004764832476,2.206292626661252,0.0
23,28451.679956383712,U3DMesh,4,-370.32761113437476,215.94142578281603,1037.6130780475196,149,139,130,-6.105872909764969,-4.812466550534253,1.4756359474399687,0.0
24,29688.709519704746,U3DMesh,4,-376.44794578854635,206.24832141463384,1038.3708990530665,149,139,130,-6.120334654171586,-9.69310436818219,0.7578210055469299,0.0
25,30925.73908302578,U3DMesh,4,-382.1434479110738,191.27358022344617,1038.1969823261707,149,139,130,-5.695502122527444,-14.974741191187661,-0.17391672689586812,0.0
26,32162.76864634681,U3DMesh,4,-386.7862430908838,172.0837792998553,1036.9462014265134,149,139,130,-4.64279517980998,-19.189800923590866,-1.2507808996572294,0.0
27,33399.798209667846,U3DMesh,4,-389.572935810006,149.13970982597448,1034.4926564286593,149,139,130,-2.786692719122243,-22.94406947388083,-2.4535449978541237,0.0
28,34636.82777298887,U3DMesh,4,-391.70133266220006,126.12866195192882,1031.4976502958189,149,139,130,-2.1283968521940437,-23.01104787404566,-2.9950061328404445,0.0
29,35873.857336309906,U3DMesh,4,-393.48229194657654,106.35075232157666,1028.5285337662328,149,139,130,-1.780959284376479,-19.777909630352156,-2.9691165295860174,0.0
30,37110.88689963093,U3DMesh,4,-394.0224478484824,93.9046018213538,1026.3467756519258,149,139,130,-0.5401559019058482,-12.44615050022287,-2.1817581143070583,0.0
31,38347.916462951966,U3DMesh,4,-392.66024588316725,90.32230405468385,1024.9532719053655,149,139,130,1.362201965315137,-3.5822977666699387,-1.3935037465603273,0.0
32,39584.946026273,U3DMesh,4,-388.6722193155522,96.4417851727417,1023.6357812424545,149,139,130,3.9880265676150657,6.119481118057848,-1.3174906629109273,0.0
33,40821.975589594025,U3DMesh,4,-382.5750209223328,109.72328112384088,1022.4163147745342,149,139,130,6.097198393219401,13.281495951099174,-1.2194664679203697,0.0
34,42059.005152915066,U3DMesh,4,-374.9680488578566,127.70626086214499,1021.3816236202331,149,139,130,7.606972064476167,17.98297973830411,-1.034691154301072,0.0
35,43296.03471623609,U3DMesh,4,-366.82473836336953,147.33999135076,1020.778243537599,149,139,130,8.143310494487082,19.633730488615,-0.6033800826340894,0.0
36,44533.06427955712,U3DMesh,4,-359.35864291816074,166.43386061951017,1020.8320029181261,149,139,130,7.4660954452087935,19.093869268750183,0.05375938052713991,0.0
37,45770.09384287815,U3DMesh,4,-352.9868097924771,181.76534716379007,1020.9990757290343,149,139,130,6.371833125683622,15.331486544279898,0.1670728109081665,0.0
38,47007.12340619918,U3DMesh,4,-348.6968319880996,194.9172711982127,1022.0637005511148,149,139,130,4.289977804377543,13.15192403442262,1.0646248220805319,0.0
39,48244.15296952021,U3DMesh,4,-347.27416178887154,205.3206549080652,1024.2964524252284,149,139,130,1.4226701992280368,10.403383709852505,2.2327518741135464,0.0
40,49481.182532841245,U3DMesh,4,-349.5042514786373,212.40652047863495,1027.9679063922356,149,139,130,-2.230089689765748,7.0858655705697515,3.67145396700721,0.0
41,50718.21209616227,U3DMesh,4,-356.1725533412411,215.60589009520965,1033.3486374929967,149,139,130,-6.668301862603812,3.1993696165746996,5.380731100761068,0.0
0,0.0,U3DMesh,12,-169.89128129020196,275.59726670153367,1136.100606224831,147,138,129,186.28127205103914,59.991376606324025,102.75196873183427,8.0
1,1237.0295633210312,U3DMesh,12,-176.5276012215974,285.188519728925,1134.3304712964357,147,138,129,-6.636319931395434,9.591253027391303,-1.7701349283952368,0.0
2,2474.0591266420624,U3DMesh,12,-184.10299617059815,287.80842762186103,1133.8106372931609,147,138,129,-7.575394949000753,2.6199078929360553,-0.5198340032748092,0.0
3,3711.088689963093,U3DMesh,12,-192.34021312504058,284.5806494658984,1134.2785004721852,147,138,129,-8.237216954442431,-3.2277781559626533,0.4678631790243344,0.0
4,4948.118253284125,U3DMesh,12,-200.96199907276107,276.6288443465934,1135.4714570906863,147,138,129,-8.621785947720497,-7.951805119304993,1.1929566185010572,0.0
5,6185.147816605156,U3DMesh,12,-209.69110100159662,265.0766713495031,1137.126903405843,147,138,129,-8.729101928835547,-11.552172997090281,1.6554463151567234,0.0
6,7422.177379926186,U3DMesh,12,-219.08926585405524,251.02662305519698,1138.9068871140685,147,138,129,-9.39816485245862,-14.050048294306123,1.7799837082254726,0.0
7,8659.206943247218,U3DMesh,12,-227.99159394177087,235.38490924809574,1140.6739345783524,147,138,129,-8.902328087715631,-15.64171380710124,1.7670474642839054,0.0
8,9896.23650656825,U3DMesh,12,-235.29760857722636,219.7233765854434,1142.1156627432654,147,138,129,-7.306014635455483,-15.661532662652348,1.4417281649130018,0.0
9,11133.26606988928,U3DMesh,12,-239.1808697260895,205.67864596251366,1142.7750234839327,147,138,129,-3.8832611488631414,-14.044730622929734,0.6593607406673527,0.0
10,12370.295633210311,U3DMesh,12,-238.8506933820681,194.88530303371624,1142.5325276976039,147,138,129,0.33017634402139606,-10.793342928797415,-0.2424957863288455,0.0
11,13607.325196531343,U3DMesh,12,-233.83358652527625,188.9763551185896,1141.109304969549,147,138,129,5.017106856791855,-5.908947915126646,-1.4232227280549523,0.0
12,14844.354759852373,U3DMesh,12,-225.0446276789342,187.72463733840306,1139.0427853927947,147,138,129,8.788958846342041,-1.2517177801865387,-2.0665195767542173,0.0
13,16081.384323173404,U3DMesh,12,-213.5545165056321,190.77668230569685,1136.7407754255046,147,138,129,11.490111173302097,3.0520449672937957,-2.3020099672901324,0.0
14,17318.413886494436,U3DMesh,12,-200.94562115094186,197.43585869893488,1134.7305989061622,147,138,129,12.608895354690247,6.6591763932380275,-2.0101765193423944,0.0
15,18555.443449815466,U3DMesh,12,-189.06005560836192,207.63435095306306,1133.2853040467476,147,138,129,11.88556554257994,10.198492254128183,-1.4452948594146164,0.0
16,19792.4730131365,U3DMesh,12,-180.04328819650766,219.99786918591224,1132.5737912821405,147,138,129,9.01676741185426,12.363518232849174,-0.7115127646070505,0.0
17,21029.50257645753,U3DMesh,12,-172.99869373875725,233.3502264939691,1132.6233849301789,147,138,129,7.0445944577504065,13.352357308056867,0.04959364803835342,0.0
18,22266.53213977856,U3DMesh,12,-168.96110924213917,246.40242558641967,1133.2480654641813,147,138,129,4.037584496618081,13.052199092450564,0.6246805340024366,0.0
19,23503.56170309959,U3DMesh,12,-167.57165737364272,258.5929833207131,1134.0671803342584,147,138,129,1.389451868496451,12.190557734293407,0.8191148700771009,0.0
20,24740.591266420623,U3DMesh,12,-168.7395038824195,269.41062858813507,1134.690049615514,147,138,129,-1.1678465087767904,10.817645267421995,0.6228692812555892,0.0
21,25977.620829741656,U3DMesh,12,-172.01160638457108,277.9259848333039,1134.8301225564876,147,138,129,-3.2721025021515686,8.515356245168846,0.1400729409735959,0.0
22,27214.650393062686,U3DMesh,12,-177.06916951369018,283.6038618443633,1134.717123900105,147,138,129,-5.057563129119103,5.6778770110593655,-0.11299865638261508,0.0
23,28451.679956383712,U3DMesh,12,-183.7135150658238,285.1776990936772,1134.6481861620261,147,138,129,-6.644345552133615,1.5738372493138968,-0.06893773807883008,0.0
24,29688.709519704746,U3DMesh,12,-191.61740309930863,282.7197033551987,1134.9175337331224,147,138,129,-7.903888033484833,-2.4579957384784734,0.2693475710962048,0.0
25,30925.73908302578,U3DMesh,12,-200.53625272913166,275.93019415541823,1135.7608832244864,147,138,129,-8.918849629823029,-6.789509199780468,0.8433494913640516,0.0
26,32162.76864634681,U3DMesh,12,-209.69110100159662,265.0766713495031,1137.126903405843,147,138,129,-9.15484827246496,-10.853522805915134,1.366020181356589,0.0
27,33399.798209667846,U3DMesh,12,-219.08926585405524,251.02662305519698,1138.9068871140685,147,138,129,-9.39816485245862,-14.050048294306123,1.7799837082254726,0.0
28,34636.82777298887,U3DMesh,12,-227.99159394177087,235.38490924809574,1140.6739345783524,147,138,129,-8.902328087715631,-15.64171380710124,1.7670474642839054,0.0
29,35873.857336309906,U3DMesh,12,-235.29760857722636,219.7233765854434,1142.1156627432654,147,138,129,-7.306014635455483,-15.661532662652348,1.4417281649130018,0.0
30,37110.88689963093,U3DMesh,12,-239.1808697260895,205.67864596251366,1142.7750234839327,147,138,129,-3.8832611488631414,-14.044730622929734,0.6593607406673527,0.0
31,38347.916462951966,U3DMesh,12,-238.8506933820681,194.88530303371624,1142.5325276976039,147,138,129,0.33017634402139606,-10.793342928797415,-0.2424957863288455,0.0
32,39584.946026273,U3DMesh,12,-233.83358652527625,188.9763551185896,1141.109304969549,147,138,129,5.017106856791855,-5.908947915126646,-1.4232227280549523,0.0
33,40821.975589594025,U3DMesh,12,-225.0446276789342,187.72463733840306,1139.0427853927947,147,138,129,8.788958846342041,-1.2517177801865387,-2.0665195767542173,0.0
34,42059.005152915066,U3DMesh,12,-213.5545165056321,190.77668230569685,1136.7407754255046,147,138,129,11.490111173302097,3.0520449672937957,-2.3020099672901324,0.0
35,43296.03471623609,U3DMesh,12,-200.94562115094186,197.43585869893488,1134.7305989061622,147,138,129,12.608895354690247,6.6591763932380275,-2.0101765193423944,0.0
36,44533.06427955712,U3DMesh,12,-189.06005560836192,207.63435095306306,1133.2853040467476,147,138,129,11.88556554257994,10.198492254128183,-1.4452948594146164,0.0
37,45770.09384287815,U3DMesh,12,-179.6587794791013,219.9538514281088,1132.4298428258392,147,138,129,9.401276129260623,12.319500475045743,-0.8554612209084098,0.0
38,47007.12340619918,U3DMesh,12,-172.40766574500856,233.3000423656282,1132.179693492056,147,138,129,7.2511137340927405,13.346190937519395,-0.2501493337831562,0.0
39,48244.15296952021,U3DMesh,12,-167.9357124784746,246.73852236053693,1132.6235225972935,147,138,129,4.471953266533944,13.438479994908732,0.4438291052374552,0.0
40,49481.182532841245,U3DMesh,12,-166.87191775189075,259.3348900077513,1133.8499966934467,147,138,129,1.0637947265838648,12.596367647214379,1.226474096153197,0.0
41,50718.21209616227,U3DMesh,12,-169.84527963764816,270.15474390218776,1135.9477823324107,147,138,129,-2.973361885757413,10.819853894436449,2.097785638964069,0.0
0,0.0,U3DMesh,13,-133.47182029126287,218.6482924112729,1150.7743252462465,123,118,112,36.37345934638529,-51.506451490914856,14.826542913835738,1.0
1,1237.0295633210312,U3DMesh,13,-139.4643604228361,230.1623703130972,1150.2704613724723,123,118,112,-5.992540131573236,11.514077901824294,-0.5038638737742076,0.0
2,2474.0591266420624,U3DMesh,13,-146.26792952787628,236.07506277375504,1150.36787462313,123,118,112,-6.803569105040168,5.912692460657837,0.09741325065783712,0.0
3,3711.088689963093,U3DMesh,13,-153.54920501067164,236.94251331209688,1150.9244824894392,123,118,112,-7.281275482795365,0.867450538341842,0.5566078663091503,0.0
